total_return,return_pct,max_drawdown,max_drawdown_pct,sharpe_ratio,calmar_ratio,winning_days,losing_days,win_rate,avg_win,avg_loss,profit_factor,final_value
66148.51,66.15,-14421.32,-14.42,0.29,4.587,41,38,51.9,6277.57,-5032.42,1.247,166148.51
