total_return,return_pct,max_drawdown,max_drawdown_pct,sharpe_ratio,winning_days,losing_days,win_rate,avg_win,avg_loss,profit_factor
23905345.02,23905.35,-834842722.12,-834842.72,0.003,13,13,50.0,147532013.79,-145693141.1,1.013
